#ts,device_id,x,y,vx,vy,cov_xx,cov_yy
1759437252.920172,tracker_1,-0.17300511645145195,2.440320186217449,0.0,0.0,0.4491844465882746,0.13445569101578456
1759437253.9217608,tracker_1,-0.5441937824757455,2.285944960029455,0.0,0.0,0.15057453136973944,0.102178772301296
1759437254.9228857,tracker_1,-0.5650539364134368,2.2979470190091242,0.0,0.0,0.6486701027591978,0.4615500455799656
1759437255.9273381,tracker_1,-0.7489915729238035,2.277004045282463,0.0,0.0,0.38294922810715964,1.2702823838630952
1759437256.9318187,tracker_1,-0.7829884801782466,2.3391431028205942,0.0,0.0,0.5217606679213704,0.7110978577954007
1759437257.9349594,tracker_1,-0.9163567640468401,2.382122942527545,0.0,0.0,0.15185622739217597,0.9892132143091764
1759437258.936271,tracker_1,-0.8914477294709069,2.406996001059049,0.0,0.0,0.4501270715069644,0.17451441173166596
1759437259.9395747,tracker_1,-0.8686266554429201,2.410473386370491,0.0,0.0,0.4777219706500695,0.17710846836614058
1759437260.9445665,tracker_1,-0.8539041060753976,2.431596616221154,0.0,0.0,0.5235603041129899,0.5343758631830484
1759437261.9497726,tracker_1,-0.8468983532215265,2.449615316509337,0.0,0.0,0.5235603041906821,0.5343758631912771
1759437262.9514596,tracker_1,-0.7853766149117851,2.518731084924041,0.0,0.0,1.073425250271597,0.7659977666201186
1759437263.9567327,tracker_1,-1.6003602112190796,3.317606563310315,0.0,0.0,0.1997464743662073,0.3320457732375814
1759437264.9616604,tracker_1,-1.3239719292048084,2.9363106445870835,0.0,0.0,0.07756215853380799,0.03224465354022856
1759437265.9671628,tracker_1,-1.2455746451462673,2.809344671661524,0.0,0.0,0.19702557281568744,0.04945067745459563
1759437268.9679945,tracker_1,-1.2188329463642227,2.966107043764938,0.0,0.0,2.4992398071523905,0.08035805552112404
1759437269.9693935,tracker_1,-1.1454083549746004,3.0884036964512322,0.0,0.0,1.8437433234435878,0.11310817954336014
1759437270.967843,tracker_1,-1.0917615559562193,3.1581840860780757,0.0,0.0,3.6351345426700656,0.3257835894084308
1759437271.9680774,tracker_1,-1.0538401782624023,3.191342779608267,0.0,0.0,3.6351428307270406,0.32578764538516125
1759437272.967978,tracker_1,-0.8679281831983524,3.1740073451952715,0.0,0.0,0.3091551432386828,0.07439866259120582
1759437273.9679434,tracker_1,-0.8439840794852043,3.158850434451589,0.0,0.0,1.2157078133348946,0.21591964194151475
1759437274.9681776,tracker_1,-0.9158875687829885,3.153422415475438,0.0,0.0,0.3444563785085353,0.23827396942076423
1759437275.9683568,tracker_1,-1.038157756841193,3.3462461220533166,0.0,0.0,1.0756062032699933,0.3251527369755231
1759437276.9684143,tracker_1,-1.1380719507286883,3.5294630477773006,0.0,0.0,1.075608409881612,0.325153334564652
1759437277.9689212,tracker_1,-1.1169238866068512,3.692588870093072,0.0,0.0,2.7125831780689436,0.27377201170913856
1759437278.9699733,tracker_1,-0.6743707194090411,2.7786886852258323,0.0,0.0,1.6925062506129547,0.10492025255756184
1759437279.9722102,tracker_1,-0.5567338725571822,2.6577252803626554,0.0,0.0,1.6922265367267018,0.10492785587690806
1759437280.9744804,tracker_1,-0.47832028957851247,2.6525375515063936,0.0,0.0,1.755700961995233,0.1094728828885271
1759437281.97667,tracker_1,-0.40231805242129964,2.6581716110936835,0.0,0.0,1.7557350672832293,0.10947194259675283
1759437282.9778583,tracker_1,-0.328212742583314,2.6695147788898623,0.0,0.0,1.7557244260815816,0.10947223986244724
1759437284.9857483,tracker_1,0.8610264101080091,2.92892382041672,0.0,0.0,0.07745835784867178,0.2790149458171513
1759437285.9896936,tracker_1,0.858711709563593,2.9637995897165714,0.0,0.0,1.1813861821728486,0.1697054761758907
1759437286.9913511,tracker_1,0.8629365334017342,2.983460334945437,0.0,0.0,1.1814017712814708,0.16970460641931912
1759437287.9956267,tracker_1,0.8286341121162922,3.083852813894678,0.0,0.0,1.1674971684445503,0.18142166970180137
1759437289.0004537,tracker_1,0.8399980770847549,3.1268094029939397,0.0,0.0,2.326484116270934,0.11770425302240074
1759437290.0039985,tracker_1,0.8412299978814063,3.1412134976011545,0.0,0.0,2.3267536192552813,0.11769550293387737
1759437291.006411,tracker_1,0.836410869017599,3.083758260872324,0.0,0.0,2.4217351315023303,0.1160045277241854
1759437292.0113559,tracker_1,0.8394136171004604,3.02979741009191,0.0,0.0,2.4218276757939816,0.1160038085379445
1759437293.0163252,tracker_1,0.5045386493287967,2.74249304345296,0.0,0.0,1.896976072690328,0.2337535132132017
1759437294.0217466,tracker_1,0.4794651012965956,2.8159693656433835,0.0,0.0,2.127491806866408,0.10184228909041099
1759437295.0237746,tracker_1,0.49416425474729053,2.829677215054548,0.0,0.0,2.1274952863282164,0.10184219283676449
1759437296.028951,tracker_1,0.5033891498411835,2.868421221934056,0.0,0.0,2.1649468893290282,0.10483910990423138
1759437297.0345955,tracker_1,0.5249194315982536,2.8973752768930265,0.0,0.0,3.605433715454246,0.05654198426364819
1759437298.0391076,tracker_1,1.0955345792544011,2.9457567999723966,0.0,0.0,0.12186207762294209,0.2501367971696346
1759437299.0382905,tracker_1,1.7413155901963517,3.3435253523721564,0.0,0.0,0.09114991336090655,0.49251124907093674
1759437300.0392332,tracker_1,1.7633839383444463,3.1778609094996915,0.0,0.0,1.6225578046584717,0.08119211053128329
1759437301.039018,tracker_1,1.7592488818147394,3.0849711483832776,0.0,0.0,2.1527516856340685,0.05234233953269898
1759437302.0392504,tracker_1,1.7465252799534903,3.051880059095579,0.0,0.0,2.061567754232366,0.04760483373512926
1759437303.0418074,tracker_1,1.707870432780003,2.9378464928037507,0.0,0.0,31.316813857579916,0.03802006669127776
1759437304.0393567,tracker_1,1.5966845186499392,2.779930862820707,0.0,0.0,0.9797485305327368,0.06332489520989948
1759437305.0412908,tracker_1,1.649914730577931,2.8936214077071725,0.0,0.0,5.911342077647213,0.22756070000793874
1759437306.0419552,tracker_1,1.6726432636785893,3.004316665375894,0.0,0.0,7.421599597679585,0.21686240476933097
1759437307.0413752,tracker_1,1.6513751351247874,3.0965058874106415,0.0,0.0,12.987374711193613,0.09678477103449282
1759437308.041559,tracker_1,1.6319529457798811,3.081829452318607,0.0,0.0,7.425837152975748,0.2163712981261383
1759437309.0392349,tracker_1,2.2939374158569144,2.8582922265450055,0.0,0.0,1.6499528427595844,0.9091623909972543
1759437310.0394347,tracker_1,2.5312851223801367,2.744796630694502,0.0,0.0,0.3390678322256957,0.32096564305756586
1759437311.0402412,tracker_1,2.567398303312042,2.47275450436895,0.0,0.0,1.4936274614289267,0.16861353021070893
1759437312.0407417,tracker_1,2.516440914296085,2.187571104914364,0.0,0.0,1.9405802509485002,0.08723213410605889
1759437313.0433738,tracker_1,2.2091369922502118,1.7976062982967862,0.0,0.0,1.7878611700764286,0.104509352211234
#ts,device_id,x,y,vx,vy,cov_xx,cov_yy
1759437344.5844212,tracker_1,0.2674070437888872,0.040715836800665185,0.0,0.0,0.02274373241944488,0.013208621337643289
1759437345.5862088,tracker_1,0.15221809660278007,0.12817397602494146,0.0,0.0,0.009080655956615035,0.008706779107408451
1759437346.5894349,tracker_1,0.13347582632957644,0.16918938278008983,0.0,0.0,0.024323089300155778,0.014569842235533812
1759437347.5928714,tracker_1,0.13064463148754124,0.1890424430658041,0.0,0.0,0.020078372671833104,0.012829679841472992
1759437348.5966465,tracker_1,0.13004247802025473,0.19751860311038194,0.0,0.0,0.020078377518031182,0.012829677144532259
1759437349.5976894,tracker_1,0.16189656941748964,0.16142950865132757,0.0,0.0,0.02407939230268322,0.02219055819036252
1759437350.602063,tracker_1,0.25950932159410617,0.0286072884536005,0.0,0.0,0.016140375977573382,0.006844757528334437
1759437351.6067612,tracker_1,0.2566024728341008,0.04583266249768346,0.0,0.0,0.028635166893234015,0.03057417174712591
1759437352.6114256,tracker_1,0.25019337673630554,0.06121324700089899,0.0,0.0,0.028635166895615658,0.03057417175029433
1759437353.6117198,tracker_1,0.24419910645166612,0.07179418954384814,0.0,0.0,0.03351811527534393,0.03157746839504085
1759437354.616812,tracker_1,0.23999739733021763,0.07852925267095316,0.0,0.0,0.033518115165808604,0.03157746845990689
1759437355.6178124,tracker_1,0.17023572240538398,0.16422889505069108,0.0,0.0,0.024323085563616176,0.014569844360268263
1759437356.6231065,tracker_1,0.1396450059286726,0.1748644904394963,0.0,0.0,0.023092927097524935,0.014291584357637301
1759437357.62861,tracker_1,0.16211228756852003,0.12222654603594103,0.0,0.0,0.026826115986889495,0.022412050113812265
1759437358.6339068,tracker_1,0.18313880338883534,0.09308265736307088,0.0,0.0,0.022808245464728677,0.02114772195622124
1759437359.6391845,tracker_1,0.14483857244575243,0.15135151882806736,0.0,0.0,0.01915407874982688,0.011912673858401668
1759437360.6392992,tracker_1,0.13720315964861995,0.1862167910340777,0.0,0.0,0.02012717457126807,0.012192437065179017
1759437361.6446164,tracker_1,0.16679826691355487,0.15955142719626142,0.0,0.0,0.02442248860300007,0.021175110951279857
1759437362.6477404,tracker_1,0.1458591631328431,0.19122051423517764,0.0,0.0,0.024321129370852984,0.013692591971881735
1759437363.6477706,tracker_1,0.17025822034388022,0.16071156646068338,0.0,0.0,0.029014170835645312,0.022376319328472026
1759437364.6479335,tracker_1,0.1879415190677035,0.14202483995384393,0.0,0.0,0.02442248653533396,0.021175112103327398
1759437365.6480954,tracker_1,0.23882402163794308,0.07314029188670587,0.0,0.0,0.01832465797652983,0.011893239671183225
#ts,device_id,x,y,vx,vy,cov_xx,cov_yy
1759437386.5589292,tracker_1,-2.1021941580328596,0.38357530593832173,0.0,0.0,0.06795684710210699,0.09053273676929259
1759437386.7574892,tracker_1,-2.1021941580328596,0.38357530593832173,0.0,0.0,0.06795684710210699,0.09053273676929259
1759437386.9578588,tracker_1,-2.1021941580328596,0.38357530593832173,0.0,0.0,0.06795684710210699,0.09053273676929259
1759437387.159515,tracker_1,-2.0490113421318865,0.32233165674706055,0.0,0.0,0.07204415900573427,0.0789857750435035
1759437387.3607075,tracker_1,-2.0334471457918557,0.31012993464070315,0.0,0.0,0.07204398508301052,0.07898592972849014
1759437387.5618148,tracker_1,-2.074933064955321,0.33841364433319326,0.0,0.0,0.06668990131812695,0.09560517992767024
1759437387.7631528,tracker_1,-2.0993156768131556,0.361654231716868,0.0,0.0,0.06668975293092871,0.09560528246986134
1759437387.9631963,tracker_1,-2.108876817782707,0.3764928734232738,0.0,0.0,0.06645196315849729,0.07683025402808925
1759437388.1645153,tracker_1,-2.1104898397806346,0.38129881620376294,0.0,0.0,0.0664520059455654,0.07683021997383095
1759437388.3660018,tracker_1,-2.1829075571129093,0.3385472877425118,0.0,0.0,0.04920438916305852,0.1522079430873311
1759437388.5669186,tracker_1,-2.216454242470726,0.29895553090706706,0.0,0.0,0.04920444935942536,0.15220787083670376
1759437388.768238,tracker_1,-2.2495988107897356,0.2692745093153404,0.0,0.0,0.04829463730579504,0.18591901737843494
1759437388.9696093,tracker_1,-2.2715344495993146,0.24320615827271314,0.0,0.0,0.04829470344147303,0.18591895263392794
1759437389.171033,tracker_1,-2.286524600345007,0.2200830835307941,0.0,0.0,0.048294789478784295,0.18591886843213912
1759437389.3722394,tracker_1,-2.297426832830922,0.2002094924906097,0.0,0.0,0.048294666082141516,0.18591898923206707
1759437389.5730217,tracker_1,-2.30571801763835,0.18353348961522784,0.0,0.0,0.04829462502738739,0.18591902942178037
1759437389.7744226,tracker_1,-2.3121943190556986,0.16974595649968885,0.0,0.0,0.04829460620500353,0.185919047845951
1759437389.9757257,tracker_1,-2.3173301963223305,0.15844749248574774,0.0,0.0,0.04829458791468022,0.18591906574856726
1759437390.1770859,tracker_1,-2.3214375250002566,0.14923851660495577,0.0,0.0,0.048294565151237014,0.18591908802984827
1759437390.3784766,tracker_1,-2.354075461971933,0.10841553123764754,0.0,0.0,0.03576261801569427,0.28638717508485523
1759437390.5790162,tracker_1,-2.3723906861812454,0.07219061426475018,0.0,0.0,0.035762654326187714,0.2863869629902579
1759437390.7791584,tracker_1,-2.3451846872127655,0.038410949469296664,0.0,0.0,0.0610209091221118,0.26005984638923396
1759437390.9804332,tracker_1,-2.3308172478707694,0.017905548336494152,0.0,0.0,0.06102089263682677,0.26005989605457014
1759437391.1818562,tracker_1,-2.373011375861426,-0.005253423447326405,0.0,0.0,0.035762343827160176,0.28638877668193286
1759437391.3833632,tracker_1,-2.39309174884302,-0.025285253689862966,0.0,0.0,0.03576260226907485,0.28638726706499223
1759437391.583605,tracker_1,-2.3677150482830043,-0.0413594621369225,0.0,0.0,0.06102082515926814,0.2600600993488287
1759437391.7848072,tracker_1,-2.3059661616450713,-0.08006944334761451,0.0,0.0,0.0504746200404437,0.27006269294402846
1759437391.986192,tracker_1,-2.2805375657193663,-0.10100439339805041,0.0,0.0,0.05047460895690987,0.2700627279846337
1759437392.1874325,tracker_1,-2.270128428933751,-0.11424317446963202,0.0,0.0,0.05047460419002485,0.270062743055192
1759437392.388748,tracker_1,-2.2663862839761757,-0.1234579265213446,0.0,0.0,0.05047459848803103,0.2700627610821014
1759437392.5889869,tracker_1,-2.3003914878736853,-0.09946066588105089,0.0,0.0,0.06102093550214861,0.2600597669171077
1759437392.790467,tracker_1,-2.307316231271766,-0.05132223435361033,0.0,0.0,0.07242823064965462,0.20472229415299234
1759437392.9917927,tracker_1,-2.30687452854695,-0.02005711539119131,0.0,0.0,0.07242822318891085,0.20472231315179523
1759437393.1927905,tracker_1,-2.3030782626152253,0.002503792518246027,0.0,0.0,0.07242821743978523,0.2047223277919849
1759437393.3942637,tracker_1,-2.3034296497205338,0.009468176901369616,0.0,0.0,0.15725259555906915,0.521342770254433
1759437393.594541,tracker_1,-2.261193917767039,0.13679606197854777,0.0,0.0,0.1177787612500722,0.11473568957881515
1759437393.7958426,tracker_1,-2.2232462953074235,0.2065712581385885,0.0,0.0,0.11777888150460676,0.11473560197402671
1759437393.9972785,tracker_1,-2.1895982173158663,0.2536368517527421,0.0,0.0,0.11777894916114524,0.11473555258571168
1759437394.1980696,tracker_1,-2.1179496441207073,0.23809850817881495,0.0,0.0,0.12211737230763994,0.10853619303774989
1759437394.3994853,tracker_1,-2.07285135029611,0.24361950503546587,0.0,0.0,0.12211698146263991,0.1085364886186462
1759437394.6008592,tracker_1,-2.0420550216482733,0.25479681044506713,0.0,0.0,0.12211729719143176,0.1085362453226187
1759437394.8014615,tracker_1,-1.983053707196233,0.32943508256845966,0.0,0.0,0.16153376641410855,0.06347863042594594
1759437395.0029583,tracker_1,-1.9327704686404847,0.37230311036842584,0.0,0.0,0.161534078819264,0.06347849216362798
1759437395.2030294,tracker_1,-1.8899000316625323,0.4021042595254831,0.0,0.0,0.16153429598496957,0.06347839502233033
1759437395.403062,tracker_1,-1.7484874965161619,0.5137599358557454,0.0,0.0,0.07539004988052234,0.018835391043461863
1759437395.6031687,tracker_1,-1.6755799581629962,0.5537886668909997,0.0,0.0,0.07539006263014478,0.01883539139531228
1759437395.8030956,tracker_1,-1.6676583787160586,0.5449629869284957,0.0,0.0,0.14228470739569452,0.04841611727027454
1759437396.0032017,tracker_1,-1.663918830154269,0.5407046573496574,0.0,0.0,0.14228369560487364,0.048416473367103634
1759437396.203316,tracker_1,-1.6618517368381154,0.5387744293021203,0.0,0.0,0.14228429158934758,0.04841626274047162
1759437396.4033859,tracker_1,-1.6959560626898291,0.5807981209057252,0.0,0.0,0.13241783318268055,0.05587555962515117
1759437396.603485,tracker_1,-1.6698136315596164,0.6382615835580334,0.0,0.0,0.07054514136449419,0.024270991048613456
1759437396.8035738,tracker_1,-1.6912488936006207,0.6445488942419811,0.0,0.0,0.13241762270235563,0.0558756321310904
1759437397.0038335,tracker_1,-1.6077615392373354,0.6785880300037109,0.0,0.0,0.074733444511886,0.010272600885527044
1759437397.2037942,tracker_1,-1.640387825934279,0.6725685938429045,0.0,0.0,0.15068599664444488,0.0672813420240478
1759437397.4038801,tracker_1,-1.6665915508149454,0.6627842851059909,0.0,0.0,0.15068607805989878,0.06728130863717416
1759437397.603869,tracker_1,-1.6747526168784963,0.6341206789258208,0.0,0.0,0.1494690308651347,0.0577201740827797
1759437397.8039446,tracker_1,-1.6889181861834268,0.6193603321870862,0.0,0.0,0.1494691570560063,0.05772011692639513
1759437398.0047853,tracker_1,-1.702336723148529,0.6092303037067562,0.0,0.0,0.1494692426182875,0.05772007700315209
1759437398.204226,tracker_1,-1.7139065015579928,0.6015943973196982,0.0,0.0,0.14946929713119622,0.057720051420164765
1759437398.4043672,tracker_1,-1.731999165624868,0.6061679208249166,0.0,0.0,0.15068679072167418,0.06728101343093508
1759437398.604383,tracker_1,-1.7411355737397485,0.6086166641137413,0.0,0.0,0.1666328993390382,0.06771633717040512
1759437398.8045018,tracker_1,-1.7479300631382513,0.6090038640008842,0.0,0.0,0.1666329013556714,0.06771633591290017
1759437399.0045817,tracker_1,-1.7529887457789728,0.6083608691647514,0.0,0.0,0.16663289283771288,0.06771633975367562
1759437399.2046762,tracker_1,-1.7568309920787046,0.6073303142364872,0.0,0.0,0.16663141592723452,0.06771703041971806
1759437399.4047327,tracker_1,-1.7598031552162798,0.6062340815609312,0.0,0.0,0.1666316089960813,0.06771694004050256
1759437399.6048737,tracker_1,-1.762134366176837,0.605213517676605,0.0,0.0,0.1666317980234503,0.06771685181117452
1759437399.804979,tracker_1,-1.763980430111211,0.6043204306369212,0.0,0.0,0.16663196797901703,0.06771677251798
1759437400.0052679,tracker_1,-1.7654516481632705,0.6035643248756631,0.0,0.0,0.16663211416364976,0.06771670428245696
1759437400.2051892,tracker_1,-1.7666290128653905,0.6029362298491948,0.0,0.0,0.1666322368032839,0.06771664699040743
1759437400.4053395,tracker_1,-1.7675737435289138,0.6024203598460384,0.0,0.0,0.1666323381385737,0.06771659960795137
1759437400.6054432,tracker_1,-1.7683331070177524,0.6019995949371417,0.0,0.0,0.16663242110885673,0.06771656077841391
1759437400.8055856,tracker_1,-1.7689441421186816,0.6016578779769323,0.0,0.0,0.16663248865950112,0.06771652913967907
1759437401.0057278,tracker_1,-1.7694361639914649,0.6013811067825634,0.0,0.0,0.16663254346096673,0.0677165034540403
1759437401.2058449,tracker_1,-1.7698325279615834,0.6011573188426048,0.0,0.0,0.16663258781945686,0.06771648265033159
1759437401.4061942,tracker_1,-1.7701519208941692,0.600976565761942,0.0,0.0,0.16663262367356127,0.06771646582637333
1759437401.6060598,tracker_1,-1.7704093355611559,0.6008306711954985,0.0,0.0,0.16663265262721888,0.06771645223443286
1759437401.8061914,tracker_1,-1.7706157480051243,0.6007138889317004,0.0,0.0,0.16663412589543444,0.06771576974290103
1759437402.00631,tracker_1,-1.770782301637677,0.6006194462920151,0.0,0.0,0.16663386739853367,0.06771588942655532
1759437402.2064784,tracker_1,-1.7709167195590172,0.6005431177752083,0.0,0.0,0.16663365793621615,0.0677159863787923
1759437402.4066548,tracker_1,-1.7710252157344732,0.6004814536086246,0.0,0.0,0.1666334883482676,0.0677160648547986
1759437402.6069388,tracker_1,-1.7257868246362655,0.6483929192324874,0.0,0.0,0.21690113999652746,0.0425998087194912
1759437402.8070235,tracker_1,-1.6898208796963665,0.6755037709584609,0.0,0.0,0.2168993921888592,0.04260017795830659
1759437403.0071304,tracker_1,-1.6594105249306925,0.6926536111734151,0.0,0.0,0.2169003969197308,0.042599965797090744
1759437403.2073004,tracker_1,-1.6337339852316612,0.7044033218083502,0.0,0.0,0.21690121196913673,0.04259979348188066
1759437403.4074206,tracker_1,-1.5993159928105638,0.7225231562220197,0.0,0.0,0.1930518175714909,0.03404335825820556
1759437403.6074944,tracker_1,-1.5721436979317558,0.7337152785917489,0.0,0.0,0.1930497602239889,0.03404367906088387
1759437403.8076496,tracker_1,-1.5504469345664469,0.7412070073667837,0.0,0.0,0.1930505799425578,0.03404355135634287
1759437404.0077822,tracker_1,-1.5330731596796952,0.7465075131231111,0.0,0.0,0.193053512479146,0.03404309246691549
1759437404.207939,tracker_1,-1.5191533762498388,0.7504038034790679,0.0,0.0,0.193051815261337,0.034043358609164576
1759437404.4081361,tracker_1,-1.5079978355821935,0.7533465942346074,0.0,0.0,0.19305180163614216,0.03404336074688445
1759437404.6082056,tracker_1,-1.4990585664834242,0.7556103481215317,0.0,0.0,0.19304936149733287,0.034043741083484555
1759437404.8083262,tracker_1,-1.4918937322408263,0.7573750885559566,0.0,0.0,0.19304975093570723,0.03404368049191196
1759437405.0084553,tracker_1,-1.4861511271446708,0.7587629843185452,0.0,0.0,0.19305007488145945,0.03404363005774294
1759437405.2092688,tracker_1,-1.569429236598532,0.7591363548599457,0.0,0.0,0.16521485667814956,0.08347691074808077
1759437405.4093752,tracker_1,-1.6215687941452197,0.7476265782081696,0.0,0.0,0.16521489009659113,0.08347715281942444
1759437405.6095278,tracker_1,-1.6602871046047183,0.7327719270965334,0.0,0.0,0.16521479736611203,0.08347648112233169
1759437405.8088298,tracker_1,-1.625940179835121,0.7372267759795821,0.0,0.0,0.1743980373122506,0.034695414010569234
1759437406.0089252,tracker_1,-1.5968546924889644,0.7405085804511522,0.0,0.0,0.17439725584755417,0.03469556669217062
1759437406.2091246,tracker_1,-1.5731735299003888,0.7436506790732347,0.0,0.0,0.17439743023570797,0.034695537131951
1759437406.4093146,tracker_1,-1.579969386370361,0.7900503387051092,0.0,0.0,0.15503870855651522,0.03519469919890096
1759437406.609612,tracker_1,-1.5809155900240919,0.8146612847116487,0.0,0.0,0.1550384040493632,0.035194765802497543
1759437406.8097641,tracker_1,-1.5797120719638333,0.8280752138159323,0.0,0.0,0.15503814838811292,0.03519481094609197
1759437407.0100377,tracker_1,-1.5778081641841808,0.8355292317351132,0.0,0.0,0.15503800602342108,0.03519483603080961
1759437407.2105017,tracker_1,-1.575819979945991,0.8397622222574068,0.0,0.0,0.15503869636758819,0.03519469049874984
1759437407.4105842,tracker_1,-1.5740027925621043,0.8422318477513374,0.0,0.0,0.15503815143821645,0.03519479617728759
